"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",12,14,26,"Si "," +nn",-7145.0,3.0,7924.85,0.12,"B+",5066.0,3.0,25.99233,3.0,"2.234 s","0+",-18.115,4.043309999999999,5.065309999999999,-9.172916
" ",11,15,26,"P  ","   x",10970.0,200.0,7198.0,8.0,"B+",18120.0,200.0,26.01178,210.0,"20 ms","(3+)",-15.0,17.093,18.115,-9.634916
" ",10,16,26,"S  ","   x",25970.0,300.0,6591.0,11.0,"B+",15000.0,360.0,26.02788,320.0,"None","None",0.0,13.978,15.0,-8.614916000000001
"0",19,8,27,"O  ","   x",44950.0,500.0,6175.0,19.0,"B-",20030.0,630.0,27.04826,540.0,"None","None",20.02,0.0,0.0,0.0
" ",18,9,27,"F  ","   x",24930.0,380.0,6887.0,14.0,"B-",17860.0,390.0,27.02676,400.0,"5.0 ms","(5/2+)",17.86,-21.042,-20.02,-15.894916
" ",17,10,27,"Ne ","   x",7070.0,110.0,7520.0,4.0,"B-",12590.0,110.0,27.00759,120.0,"32 ms","(3/2+)",12.587,-18.882,-17.86,-9.964916
" ",16,11,27,"Na ","    ",-5517.0,4.0,7956.93,0.13,"B-",9069.0,4.0,26.994077,4.0,"301 ms","5/2+",9.06965,-13.609,-12.587,-11.271916000000001
" ",15,12,27,"Mg ","  -n",-14586.65,0.05,8263.854,0.002,"B-",2610.01,0.13,26.98434059,0.05,"9.458 m","1/2+",2.6100100000000004,-10.09165,-9.06965,-11.857516
" ",14,13,27,"Al ","    ",-17196.66,0.12,8331.545,0.004,"  ","*","*",26.98153863,0.12,"stable","5/2+",-4.812360000000001,-3.63201,-2.6100100000000004,-10.091722399999998
" ",13,14,27,"Si ","   -",-12384.3,0.15,8124.334,0.006,"B+",4812.36,0.1,26.98670491,0.16,"4.16 s","5/2+",-11.6673,3.7903600000000006,4.812360000000001,-9.335415999999999
" ",12,15,27,"P  "," p4n",-717.0,26.0,7663.2,1.0,"B+",11667.0,26.0,26.99923,28.0,"260 ms","1/2+",-18.257,10.645299999999999,11.6673,-9.911916000000002
" ",11,16,27,"S  ","   -",17540.0,200.0,6958.0,7.0,"B+",18260.0,200.0,27.01883,220.0,"21 ms","(5/2+)",0.0,17.235,18.257,-8.654916000000002
"0",20,8,28,"O  ","   x",53850.0,600.0,5925.0,21.0,"B-",20620.0,790.0,28.05781,640.0,"None","None",20.62,0.0,0.0,0.0
" ",19,9,28,"F  ","   x",33230.0,510.0,6633.0,18.0,"B-",21980.0,530.0,28.03567,550.0,"40 ns","",21.99,-21.642,-20.62,-16.734916000000002
" ",18,10,28,"Ne ","   x",11240.0,150.0,7390.0,5.0,"B-",12230.0,150.0,28.01207,160.0,"19 ms","0+",12.229,-23.012,-21.99,-10.254916000000001
" ",17,11,28,"Na ","    ",-989.0,13.0,7799.3,0.5,"B-",14029.0,13.0,27.998938,14.0,"30.5 ms","1+",14.0296,-13.251,-12.229,-10.973916000000001
" ",16,12,28,"Mg ","   +",-15018.6,2.0,8272.41,0.07,"B-",1831.8,2.0,27.9838768,2.2,"20.915 h","0+",1.8318399999999984,-15.0516,-14.0296,-11.492016
" ",15,13,28,"Al ","  -n",-16850.44,0.13,8309.886,0.005,"B-",4642.36,0.13,27.98191031,0.14,"2.2414 m","3+",4.642356800000002,-2.853839999999998,-1.8318399999999984,-10.857246
" ",14,14,28,"Si ","    ",-21492.7968,0.0018,8447.744,0.0,"  ","*","*",27.9769265325,0.0019,"stable","0+",-14.3337968,-5.664356800000001,-4.642356800000002,-9.984145800000002
" ",13,15,28,"P  ","   -",-7159.0,3.0,7907.87,0.12,"B+",14334.0,3.0,27.992315,4.0,"270.3 ms","3+",-11.229,13.3117968,14.3337968,-9.527016
" ",12,16,28,"S  ","  --",4070.0,160.0,7479.0,6.0,"B+",11230.0,160.0,28.00437,170.0,"125 ms","0+",-22.49,10.207,11.229,-9.109916000000002
" ",11,17,28,"Cl ","   x",26560.0,500.0,6648.0,18.0,"B+",22480.0,530.0,28.02851,540.0,"None","None",0.0,21.468,22.49,-7.864916
"0",20,9,29,"F  ","   x",40300.0,580.0,6439.0,20.0,"B-",22240.0,640.0,29.04326,620.0,"2.5 ms","(5/2+)",22.24,0.0,0.0,-18.624916000000002
" ",19,10,29,"Ne ","   x",18060.0,270.0,7179.0,9.0,"B-",15390.0,270.0,29.01939,290.0,"15.6 ms","(3/2+)",15.395,-23.262,-22.24,-11.804916
" ",18,11,29,"Na ","    ",2665.0,13.0,7682.7,0.4,"B-",13284.0,19.0,29.002861,14.0,"44.9 ms","3/2+",13.284,-16.417,-15.395,-11.029916000000002
" ",17,12,29,"Mg ","   x",-10619.0,14.0,8113.8,0.5,"B-",7596.0,14.0,28.9886,15.0,"1.30 s","3/2+",7.596299999999999,-14.306,-13.284,-10.935916
" ",16,13,29,"Al "," -nn",-18215.3,1.2,8348.72,0.04,"B-",3679.7,1.2,28.980445,1.3,"6.56 m","5/2+",3.6797459999999993,-8.6183,-7.596299999999999,-11.282416000000001
" ",15,14,29,"Si ","  -n",-21895.046,0.021,8448.634,0.001,"  ","*","*",28.9764947,0.022,"stable","1/2+",-4.942446,-4.701745999999999,-3.6797459999999993,-11.127131999999998
" ",14,15,29,"P  ","  -p",-16952.6,0.6,8251.228,0.021,"B+",4942.4,0.6,28.981800600000003,0.6,"4.142 s","1/2+",-13.792599999999998,3.920446,4.942446,-10.461315999999998
" ",13,16,29,"S  "," +3n",-3160.0,50.0,7748.6,1.7,"B+",13790.0,50.0,28.99661,50.0,"187 ms","5/2+",-16.3,12.770599999999998,13.792599999999998,-9.408916000000001
" ",12,17,29,"Cl ","   x",13140.0,200.0,7159.0,7.0,"B+",16300.0,200.0,29.01411,210.0,"20 ns","(3/2+)",0.0,15.278,16.3,-8.154916
"0",21,9,30,"F  ","   x",48900.0,600.0,6206.0,20.0,"B-",25800.0,830.0,30.0525,640.0,"None","None",25.8,0.0,0.0,0.0
" ",20,10,30,"Ne ","   x",23100.0,570.0,7040.0,19.0,"B-",14740.0,570.0,30.0248,610.0,"5.8 ms","0+",14.739,-26.822,-25.8,-15.034916
" ",19,11,30,"Na ","   x",8361.0,25.0,7505.8,0.8,"B-",17272.0,27.0,30.008976,27.0,"48 ms","2+",17.272,-15.761,-14.739,-12.333916
" ",18,12,30,"Mg ","   x",-8911.0,8.0,8055.4,0.28,"B-",6962.0,16.0,29.990434,9.0,"335 ms","0+",6.961,-18.294,-17.272,-11.765916
" ",17,13,30,"Al ","   +",-15872.0,14.0,8261.4,0.5,"B-",8561.0,14.0,29.98296,15.0,"3.60 s","3+",8.560928,-7.983,-6.961,-11.434916000000001
" ",16,14,30,"Si ","  -n",-24432.928,0.03,8520.653,0.001,"  ","*","*",29.97377017,0.03,"stable","0+",-4.232328000000002,-9.582927999999999,-8.560928,-10.643261999999998
" ",15,15,30,"P  ","  -p",-20200.6,0.3,8353.496,0.01,"B+",4232.4,0.3,29.978313800000002,0.3,"2.498 m","1+",-6.137599999999998,3.2103280000000014,4.232328000000002,-10.415205999999998
" ",14,16,30,"S  "," +nn",-14063.0,3.0,8122.82,0.1,"B+",6138.0,3.0,29.984903,3.0,"1.178 s","0+",-18.503,5.115599999999999,6.137599999999998,-9.342916
" ",13,17,30,"Cl ","   x",4440.0,200.0,7480.0,7.0,"B+",18510.0,200.0,30.00477,210.0,"30 ns","(3+)",-15.64,17.481,18.503,-8.954916
" ",12,18,30,"Ar ","   x",20080.0,300.0,6932.0,10.0,"B+",15640.0,360.0,30.02156,320.0,"None","None",0.0,14.618,15.64,-8.314916
"0",22,9,31,"F  "," -nn",56290.0,600.0,6028.0,19.0,"B-",25450.0,1080.0,31.06043,640.0,"None","None",25.45,0.0,0.0,0.0
" ",21,10,31,"Ne ","   x",30840.0,900.0,6824.0,29.0,"B-",18190.0,930.0,31.03311,970.0,"3.4 ms","",18.19,-26.472,-25.45,-16.534916000000003
" ",20,11,31,"Na ","   x",12650.0,210.0,7385.0,7.0,"B-",15870.0,210.0,31.01359,230.0,"17.0 ms","3/2+",15.867,-19.212,-18.19,-14.704916
" ",19,12,31,"Mg ","   x",-3217.0,12.0,7872.3,0.4,"B-",11736.0,24.0,30.996546,13.0,"230 ms","",11.737,-16.889,-15.867,-12.711916
" ",18,13,31,"Al ","p-2n",-14954.0,20.0,8225.6,0.7,"B-",7995.0,20.0,30.983947,22.0,"644 ms","(3/2,5/2)+",7.995009999999999,-12.759,-11.737,-11.861916
" ",17,14,31,"Si ","  -n",-22949.01,0.04,8458.29,0.001,"B-",1491.88,0.19,30.97536323,0.04,"157.3 m","3/2+",1.4918700000000027,-9.017009999999999,-7.995009999999999,-10.787275999999999
" ",16,15,31,"P  ","    ",-24440.88,0.18,8481.178,0.006,"  ","*","*",30.97376163,0.2,"stable","1/2+",-5.396280000000003,-2.5138700000000025,-1.4918700000000027,-9.669136000000002
" ",15,16,31,"S  ","  +n",-19044.6,1.5,8281.87,0.05,"B+",5396.2,1.5,30.979554699999998,1.6,"2.572 s","1/2+",-11.974599999999999,4.374280000000002,5.396280000000003,-9.085216
" ",14,17,31,"Cl "," p4n",-7070.0,50.0,7870.3,1.6,"B+",11980.0,50.0,30.99241,50.0,"150 ms","",-18.36,10.952599999999999,11.974599999999999,-8.777916000000001
" ",13,18,31,"Ar ","   -",11290.0,210.0,7253.0,7.0,"B+",18360.0,200.0,31.01212,220.0,"15 ms","5/2+",0.0,17.338,18.36,-8.674916000000001
"0",22,10,32,"Ne ","   x",37280.0,800.0,6662.0,25.0,"B-",18210.0,880.0,32.04002,860.0,"3.5 ms","0+",18.22,0.0,0.0,-18.994916
" ",21,11,32,"Na ","   x",19060.0,360.0,7207.0,11.0,"B-",20020.0,360.0,32.02047,380.0,"13.2 ms","",20.015,-19.242,-18.22,-16.594916
" ",20,12,32,"Mg ","   x",-955.0,18.0,7807.8,0.6,"B-",10110.0,90.0,31.998975,19.0,"95 ms","0+",10.105,-21.037,-20.015,-14.619916000000002
" ",19,13,32,"Al ","   x",-11060.0,90.0,8099.2,2.7,"B-",13020.0,90.0,31.98812,90.0,"33.0 ms","1+",13.02091,-11.127,-10.105,-12.495916000000001
" ",18,14,32,"Si ","  -n",-24080.91,0.05,8481.569,0.002,"B-",224.31,0.19,31.97414808,0.05,"153 y","0+",0.22431000000000131,-14.04291,-13.02091,-11.487225999999998
" ",17,15,32,"P  ","  -n",-24305.22,0.19,8464.13,0.006,"B-",1710.48,0.22,31.973907269999998,0.2,"14.263 d","1+",1.7104799999999996,-1.2463100000000014,-0.22431000000000131,-9.879696000000003
" ",16,16,32,"S  ","    ",-26015.7,0.14,8493.134,0.004,"  ","*","*",31.972071,0.15,"stable","0+",-12.6857,-2.7324799999999994,-1.7104799999999996,-6.9478192000000005
" ",15,17,32,"Cl ","   -",-13330.0,7.0,8072.25,0.21,"B+",12686.0,7.0,31.98569,7.0,"298 ms","1+",-11.1298,11.6637,12.6857,-8.595916
" ",14,18,32,"Ar ","   x",-2200.2,1.8,7700.0,0.06,"B+",11130.0,7.0,31.997638,1.9,"98 ms","0+",-22.6202,10.1078,11.1298,-8.695116
" ",13,19,32,"K  ","   x",20420.0,500.0,6969.0,16.0,"B+",22620.0,500.0,32.02192,540.0,"None","None",0.0,21.598200000000002,22.6202,-8.564916
"0",23,10,33,"Ne ","   x",46000.0,800.0,6440.0,24.0,"B-",21110.0,1190.0,33.04938,860.0,"None","None",21.11,0.0,0.0,0.0
" ",22,11,33,"Na ","   x",24890.0,870.0,7056.0,27.0,"B-",20000.0,880.0,33.02672,940.0,"8.2 ms","",19.996,-22.132,-21.11,-17.834916
" ",21,12,33,"Mg ","   x",4894.0,20.0,7638.5,0.6,"B-",13420.0,80.0,33.005254,21.0,"90 ms","",13.424,-21.018,-19.996,-15.590916000000002
" ",20,13,33,"Al ","   x",-8530.0,70.0,8021.6,2.2,"B-",11960.0,70.0,32.99084,80.0,"41 ms","",11.963,-14.446,-13.424,-13.619916000000002
" ",19,14,33,"Si ","+n2p",-20493.0,16.0,8360.4,0.5,"B-",5845.0,16.0,32.978,17.0,"6.18 s","(3/2+)",5.8445,-12.985,-11.963,-12.298916000000002
" ",18,15,33,"P  ","   +",-26337.5,1.1,8513.81,0.03,"B-",248.5,1.1,32.9717255,1.2,"25.34 d","1/2+",0.2484900000000016,-6.8665,-5.8445,-10.547116000000003
" ",17,16,33,"S  ","    ",-26585.99,0.14,8497.634,0.004,"  ","*","*",32.971458760000004,0.15,"stable","3/2+",-5.58259,-1.2704900000000017,-0.2484900000000016,-7.115860000000003
" ",16,17,33,"Cl ","  -p",-21003.4,0.5,8304.758,0.014,"B+",5582.6,0.4,32.9774519,0.5,"2.511 s","3/2+",-11.6193,4.56059,5.58259,-6.475716000000003
" ",15,18,33,"Ar ","   x",-9384.1,0.4,7928.95,0.013,"B+",11619.3,0.6,32.9899257,0.5,"173.0 ms","1/2+",-16.1441,10.5973,11.6193,-8.649016
" ",14,19,33,"K  ","   x",6760.0,200.0,7416.0,6.0,"B+",16150.0,200.0,33.00726,210.0,"25 ns","(3/2+)",0.0,15.1221,16.1441,-8.804916
"0",24,10,34,"Ne "," -nn",53120.0,810.0,6279.0,24.0,"B-",20360.0,1210.0,34.05703,870.0,"None","None",20.36,0.0,0.0,0.0
" ",23,11,34,"Na ","  -n",32760.0,900.0,6855.0,26.0,"B-",23950.0,930.0,34.03517,960.0,"5.5 ms","1+",23.95,-21.382,-20.36,-18.564916
" ",22,12,34,"Mg ","   x",8810.0,230.0,7536.0,7.0,"B-",11740.0,260.0,34.00946,250.0,"20 ms","0+",11.74,-24.972,-23.95,-16.714916000000002
" ",21,13,34,"Al ","   x",-2930.0,110.0,7858.0,3.0,"B-",17020.0,110.0,33.99685,120.0,"42 ms","",17.027,-12.762,-11.74,-13.715916000000002
" ",20,14,34,"Si "," +pp",-19957.0,14.0,8336.1,0.4,"B-",4601.0,15.0,33.978576,15.0,"2.77 s","0+",4.601,-18.049,-17.027,-13.470916
" ",19,15,34,"P  "," +pn",-24558.0,5.0,8448.45,0.15,"B-",5374.0,5.0,33.973636,5.0,"12.43 s","1+",5.3737900000000005,-5.623,-4.601,-11.110916000000001
" ",18,16,34,"S  ","    ",-29931.79,0.11,8583.501,0.003,"  ","*","*",33.9678669,0.12,"stable","0+",-5.492010000000002,-6.395790000000001,-5.3737900000000005,-7.923778000000001
" ",17,17,34,"Cl ","    ",-24439.78,0.18,8398.961,0.005,"B+",5492.01,0.15,33.97376282,0.19,"1.5264 s","0+",-6.062579999999998,4.470010000000002,5.492010000000002,-6.664096000000001
" ",16,18,34,"Ar "," p4n",-18377.2,0.4,8197.64,0.011,"B+",6062.6,0.4,33.980271200000004,0.4,"844.5 ms","0+",-16.8972,5.0405799999999985,6.062579999999998,-6.739116000000001
" ",15,19,34,"K  ","   x",-1480.0,300.0,7678.0,9.0,"B+",16900.0,300.0,33.99841,320.0,"25 ns","(1+)",-14.63,15.875200000000001,16.8972,-8.344916000000001
" ",14,20,34,"Ca ","   x",13150.0,300.0,7224.0,9.0,"B+",14630.0,420.0,34.01412,320.0,"35 ns","0+",0.0,13.608,14.63,-9.354916000000001
"0",24,11,35,"Na ","  -n",39580.0,950.0,6695.0,27.0,"B-",23430.0,1030.0,35.04249,1020.0,"1.5 ms","",23.43,0.0,0.0,-19.134916
" ",23,12,35,"Mg ","   x",16150.0,400.0,7342.0,11.0,"B-",16280.0,440.0,35.01734,430.0,"70 ms","(7/2-)",16.28,-24.452,-23.43,-17.114916
" ",22,13,35,"Al ","   x",-130.0,180.0,7784.0,5.0,"B-",14230.0,180.0,34.99986,190.0,"150 ms","",14.23,-17.302,-16.28,-15.204916
" ",21,14,35,"Si ","2p-n",-14360.0,40.0,8168.7,1.1,"B-",10500.0,40.0,34.98458,40.0,"0.78 s","",10.4977,-15.252,-14.23,-13.567916
" ",20,15,35,"P  ","  +p",-24857.7,1.9,8446.25,0.05,"B-",3988.6,1.9,34.9733141,2.0,"47.3 s","1/2+",3.98866,-11.5197,-10.4977,-12.328616000000002
" ",19,16,35,"S  ","    ",-28846.36,0.1,8537.854,0.003,"B-",167.18,0.09,34.96903216,0.11,"87.51 d","3/2+",0.1671800000000003,-5.01066,-3.98866,-8.322266000000003
" ",18,17,35,"Cl ","    ",-29013.54,0.04,8520.278,0.001,"  ","*","*",34.96885268,0.04,"stable","3/2+",-5.966139999999999,-1.1891800000000003,-0.1671800000000003,-6.9975760000000005
" ",17,18,35,"Ar ","   -",-23047.4,0.7,8327.465,0.021,"B+",5966.1,0.7,34.9752576,0.8,"1.775 s","3/2+",-11.878400000000001,4.944139999999999,5.966139999999999,-6.427716000000003
" ",16,19,35,"K  "," p4n",-11169.0,20.0,7965.7,0.6,"B+",11879.0,20.0,34.98801,21.0,"190 ms","3/2+",-15.769,10.8564,11.878400000000001,-6.523916
" ",15,20,35,"Ca ","   x",4600.0,200.0,7493.0,6.0,"B+",15770.0,200.0,35.00494,210.0,"50 ms","",0.0,14.747,15.769,-9.114916000000001
"0",25,11,36,"Na ","  -n",47950.0,950.0,6500.0,26.0,"B-",26530.0,1080.0,36.05148,1020.0,"None","None",26.53,0.0,0.0,0.0
" ",24,12,36,"Mg ","   x",21420.0,500.0,7215.0,14.0,"B-",15640.0,550.0,36.023,540.0,"200 ns","0+",15.64,-27.552,-26.53,-18.284916000000003
" ",23,13,36,"Al ","   x",5780.0,210.0,7628.0,6.0,"B-",18260.0,250.0,36.00621,230.0,"90 ms","",18.26,-16.662,-15.64,-15.704916
" ",22,14,36,"Si ","   x",-12480.0,120.0,8114.0,3.0,"B-",7770.0,120.0,35.9866,130.0,"0.45 s","0+",7.771,-19.282,-18.26,-13.949916000000002
" ",21,15,36,"P  ","   +",-20251.0,13.0,8307.9,0.4,"B-",10413.0,13.0,35.97826,14.0,"5.6 s","4-",10.41307,-8.793,-7.771,-11.615916
" ",20,16,36,"S  ","    ",-30664.07,0.19,8575.387,0.005,"B-",-1142.22,0.19,35.967080759999995,0.2,"stable","0+",-1.142209999999999,-11.43507,-10.41307,-9.008076
" ",19,17,36,"Cl ","    ",-29521.86,0.07,8521.927,0.002,"B-",709.68,0.08,35.968306979999994,0.08,"3.01e+5 y","2+",0.7096800000000003,0.12020999999999912,1.142209999999999,-7.641556
" ",18,18,36,"Ar ","    ",-30231.54,0.027,8519.909,0.001,"  ","*","*",35.967545105999996,0.029,"stable","0+",-12.80554,-1.7316800000000003,-0.7096800000000003,-6.6407560000000005
" ",17,19,36,"K  ","   -",-17426.0,8.0,8142.47,0.22,"B+",12805.0,8.0,35.981292,8.0,"342 ms","2+",-10.986,11.78354,12.80554,-6.520916000000001
" ",16,20,36,"Ca ","  4n",-6440.0,40.0,7815.6,1.1,"B+",10990.0,40.0,35.99309,40.0,"100 ms","0+",-20.34,9.964,10.986,-6.664716
" ",15,21,36,"Sc ","   x",13900.0,500.0,7229.0,14.0,"B+",20340.0,510.0,36.01492,540.0,"None","None",0.0,19.318,20.34,-8.944916000000001
"0",26,11,37,"Na "," -nn",55280.0,960.0,6345.0,26.0,"B-",26030.0,1320.0,37.05934,1030.0,"None","None",26.03,0.0,0.0,0.0
" ",25,12,37,"Mg ","   x",29250.0,900.0,7027.0,24.0,"B-",19300.0,960.0,37.0314,970.0,"260 ns","(7/2-)",19.3,-27.052,-26.03,-19.174916
" ",24,13,37,"Al ","   x",9950.0,330.0,7528.0,9.0,"B-",16530.0,370.0,37.01068,360.0,"None","None",16.53,-20.322,-19.3,-17.364916
" ",23,14,37,"Si ","   x",-6580.0,170.0,7953.0,5.0,"B-",12410.0,170.0,36.99294,180.0,"90 ms","(7/2-)",12.41,-17.552,-16.53,-13.898916000000002
" ",22,15,37,"P  ","p-2n",-18990.0,40.0,8267.5,1.0,"B-",7900.0,40.0,36.97961,40.0,"2.31 s","",7.90636,-13.432,-12.41,-12.884916
" ",21,16,37,"S  ","  -n",-26896.36,0.2,8459.934,0.005,"B-",4865.17,0.2,36.97112557,0.21,"5.05 m","7/2-",4.865169999999998,-8.928360000000001,-7.90636,-8.828276000000002
" ",20,17,37,"Cl ","    ",-31761.53,0.05,8570.28,0.001,"  ","*","*",36.965902590000006,0.05,"stable","3/2+",-0.813869999999999,-5.8871699999999985,-4.865169999999998,-7.848945999999999
" ",19,18,37,"Ar ","   -",-30947.66,0.21,8527.139,0.006,"B+",813.87,0.2,36.96677632,0.22,"35.04 d","3/2+",-6.147459999999999,-0.208130000000001,0.813869999999999,-6.786585999999998
" ",18,19,37,"K  ","  -p",-24800.2,0.09,8339.847,0.003,"B+",6147.46,0.23,36.97337589,0.1,"1.226 s","3/2+",-11.638200000000001,5.1254599999999995,6.147459999999999,-6.221716
" ",17,20,37,"Ca "," +3n",-13162.0,22.0,8004.2,0.6,"B+",11638.0,22.0,36.98587,24.0,"175 ms","3/2+",-16.002,10.616200000000001,11.638200000000001,-6.202815999999999
" ",16,21,37,"Sc ","   x",2840.0,300.0,7550.0,8.0,"B+",16000.0,300.0,37.00305,320.0,"None","None",0.0,14.98,16.002,-6.3449160000000004
"0",26,12,38,"Mg ","   x",35000.0,500.0,6903.0,13.0,"B-",18950.0,890.0,38.03757,540.0,"None","None",18.95,0.0,0.0,-20.544916
" ",25,13,38,"Al ","   x",16050.0,730.0,7381.0,19.0,"B-",20120.0,740.0,38.01723,780.0,"None","None",20.12,-19.972,-18.95,-19.134916
" ",24,14,38,"Si ","   x",-4070.0,140.0,7890.0,4.0,"B-",10690.0,170.0,37.99563,150.0,"None","None",10.69,-21.142,-20.12,-15.304916
" ",23,15,38,"P  ","   x",-14760.0,100.0,8150.9,2.7,"B-",12100.0,100.0,37.98416,110.0,"0.64 s","",12.101,-11.712,-10.69,-14.254916000000001
" ",22,16,38,"S  ","   +",-26861.0,7.0,8448.78,0.19,"B-",2937.0,7.0,37.971163,8.0,"170.3 m","0+",2.9370999999999987,-13.123,-12.101,-9.328916000000001
" ",21,17,38,"Cl ","  -n",-29798.1,0.1,8505.48,0.003,"B-",4916.5,0.3,37.96801043,0.1,"715 ms","5-",4.9165,-3.9590999999999985,-2.9370999999999987,-7.665015999999999
" ",20,18,38,"Ar ","    ",-34714.6,0.3,8614.273,0.009,"  ","*","*",37.9627324,0.4,"stable","0+",-5.913899999999998,-5.9385,-4.9165,-7.207725999999997
" ",19,19,38,"K  ","    ",-28800.7,0.4,8438.057,0.012,"B+",5913.86,0.29,37.969081200000005,0.5,"7.636 m","3+",-6.741700000000001,4.891899999999998,5.913899999999998,-6.785836000000002
" ",18,20,38,"Ca "," +nn",-22059.0,5.0,8240.06,0.12,"B+",6741.0,5.0,37.976318,5.0,"440 ms","0+",-17.119,5.7197000000000005,6.741700000000001,-6.106716
" ",17,21,38,"Sc ","   x",-4940.0,300.0,7769.0,8.0,"B+",17120.0,300.0,37.9947,320.0,"300 ns","(2-)",-14.04,16.097,17.119,-5.8849160000000005
" ",16,22,38,"Ti ","   x",9100.0,250.0,7379.0,7.0,"B+",14040.0,390.0,38.00977,270.0,"None","None",0.0,13.018,14.04,-6.474916
"0",27,12,39,"Mg ","  -n",43570.0,510.0,6713.0,13.0,"B-",22170.0,1560.0,39.04677,550.0,"260 ns","",22.17,0.0,0.0,0.0
" ",26,13,39,"Al ","   x",21400.0,1470.0,7260.0,40.0,"B-",19470.0,1510.0,39.02297,1580.0,"7.6 us","",19.47,-23.192,-22.17,-20.604916
" ",25,14,39,"Si ","   x",1930.0,340.0,7741.0,9.0,"B-",14800.0,350.0,39.00207,360.0,"47.5 ms","",14.8,-20.492,-19.47,-16.644916000000002
" ",24,15,39,"P  ","   x",-12870.0,100.0,8100.5,2.7,"B-",10290.0,110.0,38.98618,110.0,"0.16 s","",10.29,-15.822,-14.8,-15.164916000000002
" ",23,16,39,"S  ","2p-n",-23160.0,50.0,8344.3,1.3,"B-",6640.0,50.0,38.97513,50.0,"11.5 s","(7/2)-",6.640200000000001,-11.312,-10.29,-11.224916
" ",22,17,39,"Cl "," -nn",-29800.2,1.7,8494.4,0.04,"B-",3442.0,5.0,38.9680082,1.9,"55.6 m","3/2+",3.4417999999999993,-7.6622,-6.640200000000001,-7.367416
" ",21,18,39,"Ar ","   +",-33242.0,5.0,8562.59,0.13,"B-",565.0,5.0,38.964313,5.0,"269 y","7/2-",0.565010000000002,-4.463799999999999,-3.4417999999999993,-6.820556
" ",20,19,39,"K  ","    ",-33807.01,0.19,8557.02,0.005,"  ","*","*",38.96370668,0.2,"stable","3/2+",-6.532610000000001,-1.587010000000002,-0.565010000000002,-7.2183860000000015
" ",19,20,39,"Ca ","   -",-27274.4,1.9,8369.46,0.05,"B+",6532.6,1.9,38.970719700000004,2.0,"859.6 ms","3/2+",-13.1064,5.510610000000001,6.532610000000001,-6.651916
" ",18,21,39,"Sc ","2n-p",-14168.0,24.0,8013.3,0.6,"B+",13106.0,24.0,38.98479,26.0,"300 ns","(7/2-)",-15.668,12.084400000000002,13.1064,-5.423916
" ",17,22,39,"Ti ","   x",1500.0,210.0,7592.0,5.0,"B+",15670.0,210.0,39.00161,220.0,"26 ms","(3/2+)",0.0,14.646,15.668,-5.524916
"0",28,12,40,"Mg ","   x",50240.0,900.0,6581.0,23.0,"B-",20940.0,1140.0,40.05393,970.0,"None","None",20.94,0.0,0.0,0.0
" ",27,13,40,"Al ","   x",29300.0,700.0,7085.0,17.0,"B-",23830.0,890.0,40.03145,750.0,"260 ns","",23.83,-21.962,-20.94,-21.074916
" ",26,14,40,"Si ","   x",5470.0,560.0,7661.0,14.0,"B-",13570.0,570.0,40.00587,600.0,"33.0 ms","0+",13.58,-24.852,-23.83,-18.374916000000002
" ",25,15,40,"P  ","   x",-8110.0,140.0,7981.0,3.0,"B-",14760.0,200.0,39.9913,150.0,"153 ms","(2-,3-)",14.76,-14.602,-13.58,-16.314916
" ",24,16,40,"S  ","   x",-22870.0,140.0,8330.0,4.0,"B-",4690.0,140.0,39.97545,150.0,"8.8 s","0+",4.69,-15.782,-14.76,-12.814916
" ",23,17,40,"Cl ","   +",-27560.0,30.0,8427.8,0.8,"B-",7480.0,30.0,39.97042,30.0,"1.35 m","2-",7.479896000000001,-5.712,-4.69,-9.733916
" ",22,18,40,"Ar ","    ",-35039.896,0.0027,8595.259,0.0,"B-",-1504.69,0.19,39.9623831225,0.0029,"stable","0+",-1.5046960000000036,-8.501896,-7.479896000000001,-6.800742000000001
" ",21,19,40,"K  ","    ",-33535.2,0.19,8538.083,0.005,"B-",1311.07,0.11,39.963998479999994,0.21,"1.248e+9 y","4-",1.3110699999999997,0.48269600000000357,1.5046960000000036,-6.438255999999996
" ",20,20,40,"Ca ","    ",-34846.27,0.21,8551.301,0.005,"  ","*","*",39.962590979999995,0.22,"stable","0+",-14.323069999999996,-2.3330699999999998,-1.3110699999999997,-7.039645999999996
" ",19,21,40,"Sc ","   -",-20523.2,2.8,8173.67,0.07,"B+",14323.0,2.8,39.977967,3.0,"182.3 ms","4-",-11.673200000000001,13.301069999999996,14.323069999999996,-5.5221160000000005
" ",18,22,40,"Ti ","  --",-8850.0,160.0,7862.0,4.0,"B+",11670.0,160.0,39.9905,170.0,"53.3 ms","0+",-19.18,10.651200000000001,11.673200000000001,-4.834916
" ",17,23,40,"V  ","   x",10330.0,500.0,7363.0,13.0,"B+",19180.0,530.0,40.01109,540.0,"None","None",0.0,18.158,19.18,-5.994916
"0",28,13,41,"Al ","   x",35700.0,800.0,6952.0,20.0,"B-",22140.0,2010.0,41.03833,860.0,"260 ns","",22.14,0.0,0.0,-22.004916
